TicketID,DateOpened,Category,ResolutionTime_Days,Status,customer_sk,year,month,day,time_sk
ed47a022-545d-4a15-9f6f-2fae159ca6c9,2025-02-07,Service Request,9,Open,1008,2025,2,7,357
9eed68cf-7bfe-4db4-9ffc-e77ab45c4045,2025-01-06,Network Problem,9,Open,1008,2025,1,6,332
9715c279-320b-471b-9e47-b55f3a36db44,2024-12-04,Network Problem,9,Open,1008,2024,12,4,321
e741fc7d-ce0d-4b61-9c5a-e3fca8dcff11,2025-04-12,Billing Issue,5,Resolved,1012,2025,4,12,116
d10c7069-352c-40fc-b602-a5f9f4d1cd8d,2025-01-07,Network Problem,3,Resolved,1013,2025,1,7,301
60d00846-1c9c-4cff-b777-0fca55b089d4,2025-03-29,Network Problem,7,Resolved,1013,2025,3,29,343
3aa8e203-0936-414e-a615-78b22350d3c3,2025-06-20,Service Request,7,Open,1017,2025,6,20,239
3838f570-6e24-495c-9da0-5cbfec34500d,2024-12-29,Billing Issue,4,Open,1019,2024,12,29,267
0ffef8f1-e623-4f04-9aed-f1043511b272,2025-08-16,Billing Issue,6,Open,1019,2025,8,16,20
8392fba4-bd18-495b-903f-e312807075e4,2025-02-14,Other,2,Resolved,1019,2025,2,14,315
3078f781-79fa-423c-9647-dc4b43a89a09,2024-10-08,Other,9,Resolved,1020,2024,10,8,72
90ac18be-6a32-47af-a756-b5b4a9c648b5,2025-05-06,Billing Issue,9,Resolved,1020,2025,5,6,235
32ae55b0-8783-41d0-8479-c6c26ed0031a,2025-07-19,Billing Issue,1,Open,1037,2025,7,19,293
48885df9-4744-40c2-92c9-3d61a9cb6ff4,2025-07-30,Network Problem,4,Open,1037,2025,7,30,127
507264b8-66c8-443c-80bf-4abb4a7eff00,2025-06-14,Other,2,Resolved,1038,2025,6,14,309
0f144073-2dd2-48d3-bd3b-f3c7fade1b31,2025-06-24,Service Request,5,Open,1038,2025,6,24,216
ecf09a8b-3576-4036-be57-ed95ece17484,2025-09-05,Other,4,Resolved,1049,2025,9,5,129
9058ecf9-f53c-4b19-a1a2-d43ba78dd239,2025-02-04,Network Problem,4,Open,1049,2025,2,4,144
56d75280-6d8f-43ce-be34-e30951553008,2025-05-05,Other,5,Open,1051,2025,5,5,164
7e88b3f3-6eea-45dc-96b6-aab4b0f6b928,2025-08-06,Other,8,Resolved,1053,2025,8,6,349
a5489344-9d90-4709-a104-08bda4404040,2024-09-22,Billing Issue,10,Resolved,1053,2024,9,22,57
6828a9a1-37b8-4715-a7d8-bca99862e677,2024-11-21,Service Request,6,Open,1053,2024,11,21,224
933a67a1-e34d-4a44-a91c-7f601491446f,2025-09-05,Other,8,Open,1054,2025,9,5,129
df6374c8-22d2-472c-94de-8953e2d8a006,2025-02-03,Billing Issue,10,Resolved,1055,2025,2,3,58
510e957c-5231-427d-8d40-69da94f7b5a8,2025-03-23,Billing Issue,7,Open,1055,2025,3,23,9
ef41aed9-09a9-4c12-94ea-90e8f9d61670,2025-05-29,Network Problem,4,Open,1058,2025,5,29,99
2ad28e7b-0aa3-489b-b172-6b51013429cb,2024-12-11,Network Problem,1,Open,1061,2024,12,11,312
20c40818-0fd0-44c6-a3a9-9d514d2f592c,2024-12-19,Network Problem,5,Open,1062,2024,12,19,358
93993841-235a-49b5-b48a-df150b5e3bc0,2025-06-22,Other,9,Open,1062,2025,6,22,204
8f142ce8-3cf3-42c1-8804-13d52240bb1d,2024-11-25,Other,6,Resolved,1062,2024,11,25,7
7f02b68d-9cd0-4085-82b2-b0d3151d5310,2025-08-16,Service Request,10,Resolved,1067,2025,8,16,20
de856e64-2d5c-4624-9b16-7a62a3334725,2025-08-30,Network Problem,1,Open,1067,2025,8,30,170
2a7d3b11-f279-4bb5-bb63-f5c276b8e883,2025-07-08,Network Problem,3,Resolved,1067,2025,7,8,97
2f8230f1-8651-4642-9a46-ba0992344a8a,2025-05-14,Other,2,Resolved,1070,2025,5,14,223
60a0d949-7b3f-479a-8e18-8e2821a643ab,2025-07-23,Service Request,5,Open,1070,2025,7,23,259
33494532-8159-44be-8ba3-f74ccb829d81,2025-04-23,Other,4,Open,1073,2025,4,23,68
ed7ba82a-c7ae-407b-ac9d-338080568a70,2025-06-28,Service Request,3,Resolved,1079,2025,6,28,335
1e32b948-52be-44ab-97a9-7f2df4ea8fcd,2025-05-13,Billing Issue,9,Resolved,1079,2025,5,13,15
d142b412-169e-4b29-9824-db0c7ce40103,2025-05-10,Other,10,Resolved,1081,2025,5,10,247
f017089e-c62d-4f1d-9c2e-cfc1ad10b39c,2025-03-17,Other,4,Resolved,1081,2025,3,17,226
51ee2115-8a85-473d-bde4-8156e5f03b13,2024-11-22,Billing Issue,5,Open,1081,2024,11,22,316
280c29b4-0c44-49c7-ae44-d0ebd671f446,2025-05-22,Billing Issue,6,Open,1082,2025,5,22,132
29959100-4a92-4fb1-808c-de8badb05500,2025-02-06,Billing Issue,9,Resolved,1082,2025,2,6,24
e868e2ed-eb4d-4167-af9a-65f6b75627ec,2025-04-27,Service Request,7,Open,1082,2025,4,27,302
ae2008ef-7c7f-4adc-9201-0136545a832f,2025-02-26,Network Problem,6,Open,1085,2025,2,26,102
615df0e0-5759-42c3-a020-cb0ef7393d35,2025-05-20,Network Problem,8,Resolved,1085,2025,5,20,86
45386930-fded-4a5a-85f8-d63a211af440,2025-05-25,Billing Issue,6,Resolved,1090,2025,5,25,342
95e262ae-979e-4978-be68-b07f04fe1131,2024-09-20,Billing Issue,1,Open,1090,2024,9,20,228
49e37bc8-9e78-4023-94dd-3428a9ca5476,2025-05-25,Network Problem,3,Resolved,1092,2025,5,25,342
296b0db9-beb9-4825-851d-e89c76fd2c55,2025-04-05,Network Problem,5,Resolved,1092,2025,4,5,98
f25e5daa-e9ad-4cb6-9b66-cc4ae411103b,2025-06-12,Service Request,10,Resolved,1092,2025,6,12,290
5e6eec32-45af-49df-84f6-5802ff7184e7,2025-01-08,Network Problem,2,Resolved,1094,2025,1,8,140
b1e63dfb-716d-4a90-b364-8a59cbd9b215,2025-03-21,Service Request,6,Resolved,1094,2025,3,21,167
d6ae2038-f3ac-4e89-8dd2-a16b12b143bc,2025-04-01,Service Request,10,Open,1094,2025,4,1,256
b3fe054e-dbbb-41eb-af25-171b93e2b160,2024-09-10,Billing Issue,6,Open,1096,2024,9,10,18
83174be8-2c4a-4b40-8f17-a1bafc07c943,2025-08-06,Other,2,Resolved,1096,2025,8,6,349
4fd2c686-1e22-4332-8325-6cd92f473c47,2025-02-19,Service Request,5,Resolved,1096,2025,2,19,348
236c63d9-fa15-4109-82e1-7e6a7db8a915,2025-07-12,Network Problem,2,Open,1100,2025,7,12,122
9a20144a-41fa-414b-9d80-2a2a72f119d4,2024-10-08,Service Request,3,Resolved,1100,2024,10,8,72
ece3e85e-f2cb-474b-8f8b-ef568254fe11,2024-12-21,Service Request,1,Open,1101,2024,12,21,209
f4402113-ee4d-4661-98d2-f1c2701033b8,2024-12-30,Billing Issue,9,Open,1101,2024,12,30,60
65ea686f-47cb-44f4-8052-cc4d7a4815a5,2025-01-09,Service Request,2,Open,1102,2025,1,9,27
5ccc22ac-f552-44d8-8a2d-e25ca010fa4b,2025-03-01,Service Request,9,Resolved,1102,2025,3,1,149
4fd99246-2ef5-4ea6-80dc-987679b6ebf5,2025-07-06,Billing Issue,4,Open,1102,2025,7,6,274
79aad253-6591-44f6-8db5-012e92d05e35,2025-08-26,Billing Issue,6,Open,1106,2025,8,26,143
ba15f2a0-6f18-40a5-b7f0-eac84bbecb9c,2025-05-04,Network Problem,6,Resolved,1108,2025,5,4,128
57d14632-87da-46c0-b0e8-d2e0b1477422,2024-10-16,Service Request,2,Resolved,1108,2024,10,16,225
c01d8ffe-4f39-48cd-98fb-168bc5f1dbce,2024-12-29,Other,2,Resolved,1108,2024,12,29,267
5a4dc607-2c40-4b5a-9d5b-c6ccfee91e51,2025-02-03,Billing Issue,7,Open,1111,2025,2,3,58
e964e569-c94f-480a-8597-f25cca6ba8c8,2024-10-01,Billing Issue,5,Open,1111,2024,10,1,92
eceeeb4d-b26a-4ea5-9ef7-4e898480119d,2025-02-22,Billing Issue,10,Open,1112,2025,2,22,39
6d0488e3-9532-4c12-bb36-659fbef032c1,2024-12-07,Other,8,Resolved,1112,2024,12,7,83
515c3363-712f-4a4b-9457-409112df7166,2024-12-26,Other,1,Open,1117,2024,12,26,73
1502b950-d87a-4cdb-8fa5-631f48d1f451,2025-01-10,Other,8,Open,1117,2025,1,10,133
4c98b755-bec3-4fde-8aa6-63f4628d25c2,2024-09-20,Billing Issue,1,Open,1117,2024,9,20,228
6bba85a6-1274-4422-bc2c-1bc4b36f52cb,2025-05-29,Network Problem,4,Open,1120,2025,5,29,99
f513f2fa-fc01-4db7-91a7-747b998c4ed8,2025-02-15,Service Request,10,Resolved,1120,2025,2,15,8
50de91ee-df25-44b9-b8fe-ed35de8bbe50,2025-03-08,Network Problem,1,Open,1120,2025,3,8,44
1ff97901-f51e-47e9-ac01-2a06bd3b7936,2025-07-04,Network Problem,5,Resolved,1122,2025,7,4,294
fcea2a69-0550-4b7f-a8fd-6f291902afdb,2025-02-21,Other,2,Resolved,1123,2025,2,21,114
eb642756-9cf4-4a7e-8bec-b41d4dece3dc,2025-01-18,Service Request,8,Resolved,1124,2025,1,18,50
908622cf-0edf-4f8b-a87e-5030a570e842,2024-10-28,Network Problem,8,Resolved,1124,2024,10,28,159
016bec08-0740-45eb-9611-3e17ac13faa9,2024-11-04,Service Request,2,Resolved,1124,2024,11,4,275
1bcb0d27-e84b-4b63-9221-18ef7c657a7c,2025-04-20,Billing Issue,7,Resolved,1128,2025,4,20,104
976d4420-6c50-4133-b514-bf3ed48a359b,2025-02-08,Network Problem,4,Resolved,1128,2025,2,8,117
807e040d-d15f-4010-9d5c-5158f978bc39,2025-03-09,Network Problem,6,Open,1132,2025,3,9,252
a4be101e-590e-4a46-902e-9918dc083589,2024-11-23,Network Problem,5,Resolved,1132,2024,11,23,11
4876a6cd-c162-4504-81ad-bf66e0e8902e,2025-03-27,Service Request,8,Open,1133,2025,3,27,187
40a772b6-8883-493b-ae8f-8bd726198d59,2025-04-20,Network Problem,1,Resolved,1133,2025,4,20,104
0a496069-2a86-41a8-967b-a730d65572a0,2024-09-14,Service Request,6,Open,1135,2024,9,14,334
dd8b8639-a17e-4ed0-b0a0-e582cc5bf6eb,2025-06-11,Network Problem,10,Resolved,1135,2025,6,11,188
badc9c6c-dd53-4b1c-885d-516abd587c41,2025-03-08,Service Request,4,Open,1137,2025,3,8,44
b08c25a6-09d4-45bc-b474-906249cfa5dc,2024-09-10,Billing Issue,5,Resolved,1157,2024,9,10,18
319b8439-a50c-4d8d-899a-6e3c87a124e8,2025-06-08,Network Problem,7,Open,1160,2025,6,8,3
cda5017d-06df-4d60-9536-a6d5f72b4361,2025-01-23,Service Request,1,Open,1160,2025,1,23,280
b795a78b-53b3-40be-b6c1-cf4bdf68b835,2024-11-24,Other,4,Resolved,1160,2024,11,24,203
32722f79-2989-4478-ab66-f70f93d75057,2025-06-27,Network Problem,8,Open,1161,2025,6,27,245
199a731c-cb35-4fb1-be96-1a1f428e609e,2025-04-09,Service Request,5,Open,1161,2025,4,9,311
213b0ee1-1bac-4b82-914c-f26e26405bdf,2025-09-04,Network Problem,1,Resolved,1161,2025,9,4,36
ac177add-002f-4968-8571-95614c302325,2025-01-06,Other,3,Resolved,1167,2025,1,6,332
d8b5080e-f743-4ab2-ad8b-68db145f52a5,2024-12-20,Network Problem,3,Resolved,1167,2024,12,20,162
65407d58-4e60-45f5-950c-2c444021a63c,2024-09-15,Billing Issue,4,Resolved,1167,2024,9,15,243
aba2c616-64b1-45a6-a0c7-0a30608940dd,2025-04-01,Billing Issue,7,Open,1168,2025,4,1,256
d340f940-dcb2-4281-9f5c-60c8ebf3a12f,2024-10-12,Service Request,1,Resolved,1168,2024,10,12,248
bd1e6a5a-651b-4eb0-9f96-37d2d35fb63e,2025-08-20,Other,6,Open,1168,2025,8,20,189
14f832d6-6574-4c1e-920e-f6e598838ade,2025-03-27,Billing Issue,6,Open,1170,2025,3,27,187
13e349ee-035d-4bd4-b574-11d254a90c57,2025-09-05,Service Request,6,Open,1170,2025,9,5,129
0caf368d-d342-453f-b633-8b24b87abfd2,2025-02-08,Service Request,4,Open,1176,2025,2,8,117
a83255eb-5038-4eed-bc1c-136a67402098,2025-06-23,Other,3,Open,1176,2025,6,23,160
7ae22b4b-f9b7-4c3f-b872-eeae3358e34f,2025-04-08,Other,7,Open,1177,2025,4,8,196
aafbecd4-fa8d-42ca-aedb-d9be428f7535,2025-02-17,Service Request,2,Resolved,1177,2025,2,17,96
52eaa5b9-43f6-499b-a87d-14f0929dd933,2025-02-15,Billing Issue,10,Resolved,1177,2025,2,15,8
915a66a5-a694-41d1-bacc-69d2631202cf,2025-06-08,Billing Issue,9,Open,1178,2025,6,8,3
7252ad8b-af56-4c74-b17a-97e6f6014ac8,2025-05-31,Service Request,3,Open,1190,2025,5,31,89
140737c7-5770-426d-9f16-e3d3d1d50943,2024-11-02,Service Request,10,Resolved,1195,2024,11,2,6
62f006e8-f838-4594-99d6-9b54c570516f,2025-09-04,Service Request,4,Resolved,1195,2025,9,4,36
ff8cf105-3160-4aea-a843-64a61b38a126,2025-05-05,Network Problem,4,Open,1195,2025,5,5,164
502c86e6-ce4f-40a4-81be-2e0dacf79e02,2025-08-15,Billing Issue,9,Resolved,1196,2025,8,15,355
2ab4f9a8-9bfc-4a22-a54c-1e1e8b142469,2025-03-31,Network Problem,5,Resolved,1198,2025,3,31,87
9b3cf569-48f6-4dc1-9270-adfa8cee5259,2025-01-04,Billing Issue,8,Resolved,1198,2025,1,4,336
a7609130-65c9-4d72-84a6-2e2ed41d22dd,2025-02-08,Service Request,5,Resolved,1198,2025,2,8,117
e37f399c-8fb4-458f-8580-5eba9716534b,2024-10-01,Network Problem,5,Resolved,1216,2024,10,1,92
af3dc4a8-d983-4941-b78b-b79ac005dd38,2025-07-06,Service Request,10,Resolved,1216,2025,7,6,274
c464c2b0-fa0c-48f9-bbc9-940657b1482f,2025-07-13,Network Problem,1,Resolved,1216,2025,7,13,325
8e784340-697d-4be5-a660-79a248066f25,2025-08-31,Other,6,Resolved,1218,2025,8,31,28
78abb206-4722-440d-a67f-e0374b34baaf,2025-08-15,Service Request,3,Resolved,1219,2025,8,15,355
ef62ab7e-4a6c-4d3a-96e7-df60f3d73a9b,2025-07-27,Network Problem,9,Open,1223,2025,7,27,246
9a5a3e33-bdf3-4d46-bbfe-e37308bfdfb3,2024-09-09,Billing Issue,7,Open,1225,2024,9,9,163
89ba4490-2966-4314-9442-eca790fd1d19,2025-01-27,Network Problem,1,Open,1226,2025,1,27,270
31bb88c8-be4c-478c-b726-57f4a0f47529,2025-07-29,Other,4,Open,1226,2025,7,29,25
81871d07-16bb-4ac5-9f4b-11c26744ee68,2024-12-30,Service Request,4,Open,1229,2024,12,30,60
bd6cb223-37e9-4df1-ba27-98178b02e087,2025-09-05,Network Problem,3,Open,1229,2025,9,5,129
69fc2900-ed9d-4ba9-bd9a-63c065011b4a,2025-01-07,Other,6,Open,1229,2025,1,7,301
ca46f466-5304-4079-a945-35bd13697682,2025-08-11,Network Problem,3,Open,1230,2025,8,11,281
8bf56df9-a940-4c53-ad42-ef9b535559b5,2025-07-02,Network Problem,1,Open,1230,2025,7,2,340
1dc30d11-e27c-450e-8b62-7894cd71c43c,2025-03-26,Billing Issue,6,Open,1231,2025,3,26,308
0417fa66-1874-49f5-89d0-fc48420b47b2,2025-07-30,Service Request,4,Open,1231,2025,7,30,127
59f8559c-9640-4d80-a17a-a756335b27ee,2025-02-23,Billing Issue,5,Open,1236,2025,2,23,45
1b543b0d-2852-498e-ba73-981492d4685b,2025-06-07,Other,7,Open,1236,2025,6,7,261
6cf9489d-3b59-4367-9fec-5be220c34fac,2025-06-11,Billing Issue,4,Resolved,1236,2025,6,11,188
ecbfe046-5b25-4bc4-8865-0f121a755446,2024-12-24,Billing Issue,5,Open,1237,2024,12,24,183
7400ddbe-cbca-4100-b66c-7934896434ac,2025-02-11,Network Problem,4,Open,1240,2025,2,11,322
b85f3e2e-b3c8-4c07-a5bf-285e21a7279c,2025-09-01,Service Request,7,Open,1240,2025,9,1,174
3e0e7f46-7017-4560-9415-ca8d9fd39177,2025-05-16,Other,5,Open,1240,2025,5,16,121
5b8fa6f6-334a-47ba-82b5-a929466a968b,2025-02-17,Network Problem,3,Resolved,1242,2025,2,17,96
9a8061de-a7c4-404c-bf90-43a9ca6f950e,2024-10-05,Billing Issue,6,Resolved,1243,2024,10,5,276
148e6f75-50cb-4f27-96e6-8c90b35067ed,2024-09-13,Service Request,3,Open,1243,2024,9,13,328
6595e434-9789-41aa-92b9-736fa2be065c,2025-04-08,Billing Issue,4,Open,1245,2025,4,8,196
9f4abae3-612d-431b-97ed-c6fa2139f054,2024-10-03,Network Problem,5,Resolved,1247,2024,10,3,278
8b289dfe-b813-469c-845f-aebb62141e69,2025-05-27,Network Problem,4,Open,1247,2025,5,27,69
c6bda76c-9d06-4144-b56a-4ffeee96a32f,2025-07-03,Billing Issue,5,Resolved,1247,2025,7,3,244
3b51b2f3-c64e-46e7-89e9-bb1d6b45bfdb,2024-12-10,Network Problem,2,Open,1248,2024,12,10,205
40483824-73cf-43a4-87d6-25932b2d3392,2025-06-25,Service Request,3,Resolved,1250,2025,6,25,297
d0fbddfb-a03a-4822-9604-b51eae99cbe3,2025-08-18,Billing Issue,10,Resolved,1250,2025,8,18,79
65334a7d-282e-4933-8b8b-9a7efb2601f6,2024-12-26,Other,10,Open,1250,2024,12,26,73
94333907-4081-4759-be07-65ec56959fd1,2025-02-09,Billing Issue,1,Resolved,1255,2025,2,9,95
a53868a9-d1b7-4f29-878d-1bd297e679f4,2025-08-27,Billing Issue,2,Resolved,1255,2025,8,27,263
6540df76-4787-4c4e-a858-dc5bcf64de70,2025-02-24,Other,6,Resolved,1256,2025,2,24,266
4b4e6066-9439-457e-8402-028bcf4a963c,2024-09-27,Service Request,9,Open,1256,2024,9,27,307
12edc225-5977-4bc8-a5fa-e6fc9e6969f6,2025-06-02,Service Request,2,Resolved,1262,2025,6,2,172
c2d106dc-9cbf-4b38-b1f1-68c95698e89f,2025-04-04,Billing Issue,5,Resolved,1264,2025,4,4,237
c787d17c-7f88-494a-aa05-ca3d1940f204,2024-12-29,Service Request,1,Resolved,1264,2024,12,29,267
9720261a-ab8f-4695-a50d-3d23547dee49,2025-01-25,Service Request,8,Open,1266,2025,1,25,339
d2834a87-d8b4-4f7b-98c9-2a4bc83d38fd,2025-07-31,Service Request,7,Open,1266,2025,7,31,279
f80018d4-bc8f-440d-aba3-e279e84bf6b0,2024-09-18,Service Request,1,Open,1266,2024,9,18,1
bbfa65ac-862a-44e5-9448-5962cbee5852,2024-10-15,Service Request,7,Open,1271,2024,10,15,155
ea6513fb-772e-4173-89e3-dbbafa011a9c,2024-10-20,Other,9,Open,1285,2024,10,20,84
941088cf-b44b-456c-9942-90021dedd46f,2024-11-01,Billing Issue,5,Open,1285,2024,11,1,207
d78f557a-abf4-4dc7-833d-2dedea5e582f,2025-08-15,Network Problem,10,Open,1285,2025,8,15,355
5b40ecac-704d-4639-bb0f-8bb9377d6092,2024-11-26,Service Request,5,Open,1287,2024,11,26,180
1aa3a4e9-7c7d-4403-aa02-a11c0937e04f,2025-05-21,Network Problem,5,Resolved,1287,2025,5,21,109
eba53e3e-a1d1-4876-9de2-6e815b02497f,2025-04-26,Other,7,Resolved,1287,2025,4,26,185
86379e19-f5d6-4f3b-92bf-cf40b823468e,2025-02-16,Network Problem,10,Resolved,1288,2025,2,16,0
47915536-cf47-4a28-a9d2-03c085922bbd,2025-04-14,Network Problem,5,Open,1288,2025,4,14,352
4c0bcee6-c50a-4ad3-98b4-bd1a84342eab,2025-06-21,Other,2,Open,1288,2025,6,21,360
44b37eb2-a4bd-4ed5-9ab9-d2d838a03540,2024-10-21,Billing Issue,6,Resolved,1293,2024,10,21,326
7289761c-f668-4b91-9b4d-7649c9f17736,2025-02-23,Network Problem,7,Open,1293,2025,2,23,45
c80720bf-9141-48b2-8ed7-52264dc42fda,2025-03-31,Billing Issue,10,Resolved,1299,2025,3,31,87
8b3ef870-b218-4c5f-bf0a-c631e7249c65,2025-04-19,Other,8,Open,1300,2025,4,19,289
d9f87d5a-57e8-4fa9-ae1a-58a23c1b600e,2024-11-19,Other,1,Resolved,1300,2024,11,19,292
d6fffec4-6611-43e2-9f85-038fd2b8a116,2025-02-17,Billing Issue,3,Resolved,1303,2025,2,17,96
5bb85a5f-c47a-423e-b6a9-0977b60d3e47,2024-12-14,Other,2,Resolved,1303,2024,12,14,191
d66586a3-c404-43ab-8206-8f3ef8f456ba,2025-07-17,Billing Issue,6,Resolved,1303,2025,7,17,141
cc18223d-9e21-4e9f-9db9-a64f7c244106,2025-06-26,Billing Issue,9,Resolved,1304,2025,6,26,125
a9952a25-c25f-45c6-8644-11acfe41dc4a,2025-04-27,Other,1,Resolved,1305,2025,4,27,302
da62cb9d-49b8-4081-9f79-d888ddd2892b,2025-03-17,Service Request,3,Open,1309,2025,3,17,226
bd5c1a7f-9e01-4818-b3f1-0971391cc906,2025-08-15,Other,3,Resolved,1309,2025,8,15,355
670f7325-2f6a-4444-a0b2-944c0c1c3b58,2024-12-14,Billing Issue,1,Resolved,1309,2024,12,14,191
47c95180-c1e8-4fcd-82ca-3f2dd70bc7d2,2025-03-29,Network Problem,1,Resolved,1313,2025,3,29,343
df33ba55-983d-49e8-a900-2ed74f0ea063,2025-03-01,Network Problem,5,Resolved,1313,2025,3,1,149
9f5abd05-ba81-464e-8deb-5b6f0b3f04e0,2024-12-30,Billing Issue,6,Resolved,1313,2024,12,30,60
89b60a8e-f154-4bf8-9989-84a9b3e902a3,2025-02-17,Billing Issue,9,Open,1314,2025,2,17,96
61b19ed2-0f9d-4459-9089-2e57b56170fe,2025-01-16,Service Request,8,Resolved,1317,2025,1,16,197
3378b391-b8fc-4ac0-b850-dca916e3bf02,2025-05-27,Service Request,2,Open,1317,2025,5,27,69
eec1f962-d29e-4c64-a966-46d3d3970a81,2024-09-24,Other,6,Resolved,1318,2024,9,24,323
74aee1a8-04f5-4fff-a3bc-2b64087b20ad,2025-07-04,Billing Issue,10,Resolved,1322,2025,7,4,294
d3f4363b-1fbc-4591-8644-170c71d8d1cb,2025-03-25,Network Problem,3,Resolved,1335,2025,3,25,230
8d920400-06df-46c6-a51f-1a7c077629bb,2025-01-04,Billing Issue,1,Resolved,1335,2025,1,4,336
e8b9bf17-6d0e-4121-8b27-9d7591619868,2025-03-29,Service Request,3,Open,1346,2025,3,29,343
6bf187cb-2db9-420d-98bd-762e70a6ec61,2025-03-02,Network Problem,8,Resolved,1358,2025,3,2,268
ca4b1ef7-9627-4ba0-918a-ded0faeed4f9,2025-05-08,Network Problem,8,Resolved,1358,2025,5,8,231
bd2ab5c3-eb92-42fe-a896-a58469e98d17,2025-03-16,Billing Issue,10,Open,1359,2025,3,16,22
78a97d5b-7d7c-431c-9643-384a8920b487,2024-11-18,Other,3,Resolved,1360,2024,11,18,135
a229cd2c-bfca-4d05-b4ff-8c2105cdaa5d,2025-05-21,Service Request,5,Open,1360,2025,5,21,109
fddc7086-4a65-4c2a-8ad0-f874169209fa,2025-05-06,Billing Issue,4,Open,1360,2025,5,6,235
034895cc-d537-4fcb-925a-7e9e7197cf74,2025-04-18,Other,9,Resolved,1364,2025,4,18,214
6e92f80d-8299-4bc0-99ee-b78446c6bdd3,2024-09-19,Billing Issue,8,Open,1364,2024,9,19,148
b01353cf-fb79-4323-b1ad-0dd71cece40e,2025-08-02,Network Problem,6,Open,1368,2025,8,2,113
8c4274c9-0e36-434b-849a-d90836834eae,2025-04-26,Network Problem,5,Open,1368,2025,4,26,185
ff44e43d-06e1-469b-ba2b-dce94714288f,2025-08-21,Billing Issue,3,Resolved,1373,2025,8,21,206
791e40f8-a819-4699-ba9d-d4e14766d5b1,2025-01-18,Billing Issue,5,Resolved,1374,2025,1,18,50
ba953c21-44a0-43e0-bbb0-cb6bf9cc21da,2025-07-21,Network Problem,6,Resolved,1376,2025,7,21,77
95d66dbb-4776-4f43-94db-fe5f89a99e2b,2025-05-27,Network Problem,5,Open,1381,2025,5,27,69
d1dea2b2-61b9-4480-85ba-1b3df044bcbe,2025-08-23,Network Problem,8,Open,1381,2025,8,23,198
74909ce6-5493-4166-8214-78fab3077016,2025-03-21,Other,9,Resolved,1387,2025,3,21,167
da14a02b-998a-4c9d-9a61-a749198ad146,2025-06-30,Billing Issue,6,Open,1387,2025,6,30,330
3f327496-e3f0-4ab3-95ea-e1d02564935a,2025-03-10,Service Request,8,Resolved,1387,2025,3,10,123
ce917893-592c-4020-836c-ac5102a6bf18,2025-08-29,Service Request,2,Open,1388,2025,8,29,338
c1e948f9-7192-4ab5-8d22-5bff03fb631b,2025-06-02,Service Request,6,Open,1392,2025,6,2,172
117078f1-f3c7-4a6a-9800-c46d1267cbdd,2025-02-21,Network Problem,2,Resolved,1393,2025,2,21,114
245add09-65e0-44b1-96c0-20c3395fde7a,2025-04-22,Network Problem,1,Open,1394,2025,4,22,176
87c2c7d2-3e07-4e8c-80f3-9d70af335015,2025-01-26,Other,8,Open,1394,2025,1,26,137
045d984c-3d79-4295-828e-26dc06fb7365,2024-10-24,Other,9,Resolved,1394,2024,10,24,5
bc239d00-4a22-4a97-b8cb-fb6a8b22c8ad,2024-11-30,Network Problem,2,Resolved,1400,2024,11,30,100
2f9141a8-d461-410d-887a-1acfb7795610,2025-08-26,Service Request,6,Resolved,1400,2025,8,26,143
7f0bf54f-6968-40dd-bde8-5355c21ce78a,2025-04-09,Other,3,Resolved,1401,2025,4,9,311
f57e164e-e43c-470e-8293-20c36f361027,2025-04-28,Network Problem,5,Open,1401,2025,4,28,110
09110430-3f8e-46a7-bf67-7f838b64337d,2025-01-25,Service Request,3,Open,1401,2025,1,25,339
245ba1fa-890b-4d7e-b053-b8a7cd10a285,2025-04-01,Other,10,Open,1403,2025,4,1,256
02f6b3f9-c7df-434b-a24c-ac9c63a3ebbe,2024-12-04,Other,2,Open,1403,2024,12,4,321
32f66743-96d9-42db-96b1-cd82e464c240,2024-09-26,Network Problem,5,Open,1407,2024,9,26,217
c9d00687-f9f6-4420-9f46-23faa0b3381e,2024-09-28,Network Problem,8,Open,1407,2024,9,28,200
474b55c8-d366-4dbd-9139-ac22f49070b5,2025-06-25,Other,3,Resolved,1407,2025,6,25,297
d84ce661-4635-4394-b21b-8ec281a81bbf,2025-01-08,Network Problem,1,Open,1412,2025,1,8,140
41b4aa60-896b-42e6-bc1b-620dc7f24520,2025-03-28,Service Request,6,Resolved,1415,2025,3,28,179
b8c5a9d8-2e02-4e58-8653-f62030461cac,2024-09-23,Billing Issue,2,Open,1416,2024,9,23,221
590dd001-6c12-4a42-a336-f6013a01b6ef,2025-02-07,Billing Issue,9,Resolved,1416,2025,2,7,357
39665cd9-e998-4ca3-b6a0-4fde7dbb64d0,2024-11-11,Billing Issue,5,Resolved,1416,2024,11,11,152
1f48b27f-6fa2-410f-96df-b85f0a6457c7,2025-06-17,Other,2,Resolved,1423,2025,6,17,112
9bdb87d3-d6c6-4701-a89a-58b423bcbb68,2025-01-12,Billing Issue,8,Resolved,1423,2025,1,12,165
86521d7a-ce48-4592-badb-6048be945861,2025-07-13,Other,3,Open,1425,2025,7,13,325
2be75ef2-f6bd-4178-abec-580434e083a2,2025-04-25,Other,6,Open,1425,2025,4,25,161
4e606be8-2bd7-4aa1-a388-ab1c90712598,2024-11-01,Billing Issue,6,Resolved,1425,2024,11,1,207
