CustomerID,Age,Gender,City,State,Country,Married,Dependents,Device Protection Plan,Internet Service,Internet Type,Contract,Payment Method,Churn,Churn Category,customer_sk
7838-LAZFO,38,Male,Hanford,California,United States,1,0,1,1,Cable,One Year,Bank Withdrawal,0,Not Churned,447
5442-BHQNG,32,Female,Brooks,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,448
1459-QNFQT,21,Male,San Jose,California,United States,1,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,449
3836-FZSDJ,69,Male,Fresno,California,United States,1,0,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,450
9885-AIBVB,62,Male,Newcastle,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,451
1131-QQZEB,66,Male,Sunset Beach,California,United States,1,0,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,452
5014-WUQMG,23,Male,Hornbrook,California,United States,1,1,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,453
5834-ASPWA,55,Male,San Diego,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,454
1513-XNPPH,36,Female,Los Angeles,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,455
2834-SPCJV,40,Male,Rough And Ready,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,456
5018-HEKFO,51,Female,Rowland Heights,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,457
6967-QIQRV,23,Male,Mission Viejo,California,United States,1,1,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,458
3863-QSTYI,60,Male,Mission Viejo,California,United States,0,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,459
3967-KXAPS,42,Male,Los Angeles,California,United States,1,0,1,1,DSL,Two Year,Credit Card,0,Not Churned,460
0678-RLHVP,33,Female,Redwood City,California,United States,0,0,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,461
7928-VJYAB,44,Male,Lemoore,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,462
6695-FRVEC,60,Male,Burbank,California,United States,1,0,1,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,463
9067-YGSCA,35,Female,Salinas,California,United States,0,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,464
3452-FLHYD,47,Male,Lucerne,California,United States,1,0,0,0,No Internet,One Year,Bank Withdrawal,0,Not Churned,465
1024-GUALD,29,Female,Glendale,California,United States,1,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,466
1298-PHBTI,40,Male,Los Angeles,California,United States,1,1,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,467
9546-KDTRB,62,Female,Pasadena,California,United States,0,0,0,0,No Internet,Month-to-Month,Bank Withdrawal,0,Not Churned,468
4849-PYRLQ,80,Female,Fremont,California,United States,0,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,469
8883-ANODQ,44,Female,Termo,California,United States,1,1,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,470
0003-MKNFE,46,Male,Glendale,California,United States,0,0,0,1,Cable,Month-to-Month,Credit Card,0,Not Churned,471
4177-JPDFU,35,Male,Redcrest,California,United States,0,0,0,1,Cable,Month-to-Month,Credit Card,0,Not Churned,472
0723-DRCLG,73,Female,Fallbrook,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Other,473
5734-EJKXG,25,Female,Goodyears Bar,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,474
5567-GZKQY,58,Male,Porterville,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,475
5792-JALQC,78,Female,San Rafael,California,United States,0,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,476
5985-BEHZK,78,Female,Santa Ana,California,United States,1,0,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,477
9822-BIIGN,61,Male,Los Altos,California,United States,1,1,0,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,478
7021-XSNYE,46,Male,Lancaster,California,United States,1,1,1,1,DSL,Two Year,Credit Card,0,Not Churned,479
6088-BXMRG,59,Female,Cabazon,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,480
5117-ZSMHQ,22,Female,Pioneer,California,United States,1,1,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,481
2209-XADXF,40,Female,Willow Creek,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,482
8058-DMYRU,69,Male,Glendale,California,United States,0,0,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,483
0480-KYJVA,42,Female,Sacramento,California,United States,1,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,484
1074-AMIOH,38,Female,San Francisco,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,485
0186-CAERR,22,Male,Auburn,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,486
6000-UKLWI,46,Male,Sacramento,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,487
7446-YPODE,75,Male,Bridgeport,California,United States,0,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,488
9509-MPYOD,34,Female,Newcastle,California,United States,0,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,489
8065-QBYTO,68,Female,Pomona,California,United States,0,0,0,1,Fiber Optic,One Year,Credit Card,0,Not Churned,490
8996-ZROXE,78,Male,Miranda,California,United States,0,0,1,1,DSL,One Year,Bank Withdrawal,0,Not Churned,491
9752-ZNQUT,51,Female,Visalia,California,United States,0,0,0,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,492
7044-YAACC,70,Male,Napa,California,United States,1,0,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,493
8185-UPYBR,33,Male,Hermosa Beach,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,494
5446-DKWYW,74,Female,San Francisco,California,United States,1,1,1,1,DSL,One Year,Bank Withdrawal,0,Not Churned,495
3627-FHKBK,28,Female,Anaheim,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Mailed Check,1,Competitor,496
4826-XTSOH,66,Male,Moss Landing,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,497
1094-BKOSX,52,Female,Coleville,California,United States,1,1,1,1,Cable,One Year,Bank Withdrawal,0,Not Churned,498
1373-ORVIZ,62,Female,Modesto,California,United States,1,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Competitor,499
0843-WTBXE,38,Male,San Diego,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Other,500
9306-CPCBC,44,Female,Moreno Valley,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,501
4821-SJHJV,25,Female,Calipatria,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,502
7940-UQQUG,42,Female,Thousand Oaks,California,United States,1,1,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,503
9639-BUJXT,50,Male,Santee,California,United States,0,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,504
4686-UXDML,24,Female,Cutler,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,505
3308-MHOOC,37,Male,Scotia,California,United States,0,1,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,506
3740-RLMVT,79,Male,Saint Helena,California,United States,1,0,0,1,Cable,One Year,Bank Withdrawal,0,Not Churned,507
6386-SZZKH,38,Female,San Diego,California,United States,1,0,1,1,Fiber Optic,Two Year,Bank Withdrawal,1,Competitor,508
1265-XTECC,68,Female,Madera,California,United States,1,0,0,1,Fiber Optic,One Year,Credit Card,1,Attitude,509
4789-KWMXN,42,Male,Tuolumne,California,United States,1,0,1,1,Fiber Optic,One Year,Credit Card,1,Price,510
8311-UEUAB,24,Female,Rialto,California,United States,1,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,511
4342-HENTK,67,Female,Garberville,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,512
7688-AWMDX,21,Male,San Diego,California,United States,1,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,513
1820-DJFPH,59,Female,Orick,California,United States,1,1,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,514
9220-ZNKJI,67,Female,Cobb,California,United States,1,0,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,515
2541-YGPKE,29,Male,Lemon Cove,California,United States,1,1,0,1,DSL,One Year,Credit Card,0,Not Churned,516
2675-OTVVJ,76,Male,Novato,California,United States,1,0,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,517
7504-UWHNB,42,Male,Vallejo,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,518
0962-CQPWQ,57,Female,Alameda,California,United States,1,1,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,519
0667-NSRGI,45,Female,Lodi,California,United States,1,0,1,1,DSL,One Year,Credit Card,0,Not Churned,520
0030-FNXPP,22,Female,Keeler,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,521
9467-ROOLM,50,Female,Gridley,California,United States,0,0,0,0,No Internet,Month-to-Month,Mailed Check,0,Not Churned,522
2985-JUUBZ,32,Male,Dulzura,California,United States,1,1,1,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,523
0756-MPZRL,35,Male,Pauma Valley,California,United States,0,0,1,1,DSL,One Year,Credit Card,0,Not Churned,524
1400-MMYXY,71,Male,Alhambra,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,525
3003-CMDUU,22,Female,Santa Paula,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,526
1971-DTCZB,52,Female,Yreka,California,United States,1,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,527
7587-AOVVU,39,Male,Arcata,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,528
7696-AMHOD,23,Female,Fallbrook,California,United States,1,1,1,1,DSL,One Year,Credit Card,0,Not Churned,529
1304-NECVQ,69,Female,Somis,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,530
9546-CQJSU,50,Female,Soda Springs,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,531
4973-RLZVI,52,Female,Hornbrook,California,United States,0,0,1,1,DSL,One Year,Credit Card,0,Not Churned,532
6574-MCOEH,47,Female,Escondido,California,United States,1,1,1,1,Cable,One Year,Bank Withdrawal,0,Not Churned,533
6357-JJPQT,48,Female,San Gabriel,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,534
8849-GYOKR,59,Female,Mineral,California,United States,1,0,0,1,Fiber Optic,One Year,Bank Withdrawal,1,Dissatisfaction,535
4360-PNRQB,27,Male,Yucca Valley,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,536
0196-VULGZ,78,Female,Irvine,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Other,537
7503-QQRVF,74,Male,San Jose,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Credit Card,1,Competitor,538
1704-NRWYE,79,Female,Point Reyes Station,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,539
7605-BDWDC,35,Female,Mira Loma,California,United States,0,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,540
7078-NVFAM,57,Female,Pomona,California,United States,1,1,0,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,541
0307-BCOPK,62,Female,San Francisco,California,United States,0,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,542
1722-LDZJS,38,Male,Sanger,California,United States,1,1,0,0,No Internet,One Year,Credit Card,0,Not Churned,543
0390-DCFDQ,76,Female,Los Alamitos,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Mailed Check,1,Other,544
8627-EHGIP,38,Male,Sacramento,California,United States,0,0,1,1,Cable,One Year,Credit Card,1,Competitor,545
5399-ZIMKF,58,Male,San Simeon,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,546
5802-ADBRC,57,Female,San Juan Capistrano,California,United States,1,0,1,1,Fiber Optic,One Year,Mailed Check,0,Not Churned,547
0254-KCJGT,64,Male,Bodega Bay,California,United States,1,0,1,1,Cable,One Year,Credit Card,0,Not Churned,548
4855-SNKMY,31,Female,Los Angeles,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Competitor,549
6985-HAYWX,50,Female,Hughson,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,550
8220-OCUFY,30,Female,Perris,California,United States,0,0,1,1,DSL,One Year,Bank Withdrawal,0,Not Churned,551
3941-XTSKM,32,Male,Burnt Ranch,California,United States,1,0,1,1,DSL,One Year,Credit Card,0,Not Churned,552
3813-DHBBB,39,Male,Cedarville,California,United States,1,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,553
2087-QAREY,60,Female,Sequoia National Park,California,United States,1,0,1,1,Cable,Month-to-Month,Credit Card,0,Not Churned,554
4250-WAROZ,70,Male,Fresno,California,United States,1,1,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,555
8741-LQOBK,27,Female,Elmira,California,United States,1,1,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,556
3572-UOLYZ,28,Female,San Jose,California,United States,0,1,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,557
7399-QHBJS,56,Female,Escondido,California,United States,1,1,0,1,Cable,Two Year,Credit Card,0,Not Churned,558
7252-NTGSS,43,Female,Redondo Beach,California,United States,0,0,0,1,DSL,Month-to-Month,Credit Card,0,Not Churned,559
5474-LAMUQ,56,Male,Los Angeles,California,United States,1,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,560
7989-AWGEH,24,Male,San Luis Obispo,California,United States,1,1,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,561
5035-PGZXH,49,Female,Chico,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,562
7610-TVOPG,48,Male,West Point,California,United States,0,0,0,0,No Internet,Month-to-Month,Bank Withdrawal,0,Not Churned,563
8495-PRWFH,66,Female,Waterford,California,United States,0,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,564
7777-UNYHB,43,Female,Traver,California,United States,1,1,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,565
3413-CSSTH,40,Male,Stevinson,California,United States,0,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,566
5514-YQENT,29,Male,Rocklin,California,United States,0,1,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,567
7064-JHXCE,64,Male,San Luis Obispo,California,United States,1,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,568
6586-MYGKD,46,Male,Newport Beach,California,United States,1,0,0,1,DSL,Two Year,Credit Card,0,Not Churned,569
0899-LIIBW,21,Male,Forks Of Salmon,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,570
3217-FZDMN,66,Female,Los Angeles,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Credit Card,1,Competitor,571
0436-TWFFZ,21,Female,Long Beach,California,United States,0,0,1,1,DSL,Two Year,Mailed Check,0,Not Churned,572
7176-WIONM,24,Female,Bishop,California,United States,1,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,573
0537-QYZZN,66,Male,Petaluma,California,United States,1,1,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,574
1686-STUHN,55,Male,Creston,California,United States,0,0,0,0,No Internet,One Year,Bank Withdrawal,0,Not Churned,575
9127-FHJBZ,60,Male,Vallecito,California,United States,1,1,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,576
7302-ZHMHP,35,Female,Coronado,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,577
1195-OIYEJ,54,Male,La Puente,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,578
2335-GSODA,36,Male,Camino,California,United States,0,1,1,1,DSL,Two Year,Credit Card,0,Not Churned,579
6465-GSRCL,19,Female,Plymouth,California,United States,0,1,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,580
5569-KGJHX,63,Female,Canoga Park,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,581
5619-PTMIK,25,Female,Lemon Grove,California,United States,1,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,582
4674-HGNUA,57,Male,Petrolia,California,United States,1,1,1,1,Cable,Two Year,Credit Card,0,Not Churned,583
4723-BEGSG,35,Male,Corona,California,United States,1,0,1,1,Cable,Two Year,Credit Card,0,Not Churned,584
9489-UTFKA,76,Male,Travis Afb,California,United States,1,0,0,1,DSL,One Year,Bank Withdrawal,0,Not Churned,585
0019-GFNTW,39,Female,Los Olivos,California,United States,0,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,586
6248-TKCQV,37,Female,Upper Lake,California,United States,1,0,0,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,587
3154-HMWUU,28,Male,Winters,California,United States,1,0,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,588
7568-PODML,34,Male,Watsonville,California,United States,0,0,0,1,DSL,Month-to-Month,Mailed Check,1,Competitor,589
4750-ZRXIU,68,Female,Palo Alto,California,United States,0,0,0,1,Cable,Month-to-Month,Bank Withdrawal,1,Competitor,590
5322-ZSMZY,26,Male,Lower Lake,California,United States,1,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,591
1518-OMDIK,23,Male,Rohnert Park,California,United States,1,0,0,1,DSL,Month-to-Month,Credit Card,0,Not Churned,592
9798-OPFEM,42,Female,Adin,California,United States,0,0,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,593
9361-YNQWJ,36,Female,Oakland,California,United States,0,0,0,0,No Internet,One Year,Bank Withdrawal,0,Not Churned,594
5469-NUJUR,58,Male,Zenia,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,595
3729-OWRVL,80,Male,Pixley,California,United States,0,0,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,596
9909-IDLEK,32,Male,Malibu,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,597
8967-SZQAS,25,Female,Hornitos,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,598
2027-FECZV,44,Male,Bodfish,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,599
0298-XACET,35,Male,Berry Creek,California,United States,1,1,1,1,DSL,Two Year,Credit Card,0,Not Churned,600
6122-LJADA,31,Male,Lower Lake,California,United States,1,1,1,1,Cable,Two Year,Credit Card,0,Not Churned,601
9640-ZSLDC,29,Female,Lagunitas,California,United States,1,1,1,1,DSL,One Year,Credit Card,0,Not Churned,602
4955-VCWBI,51,Female,Markleeville,California,United States,1,1,0,0,No Internet,One Year,Credit Card,0,Not Churned,603
3798-EPWRR,74,Female,Beverly Hills,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,604
2474-BRUCM,76,Male,Redding,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Other,605
2243-FNMMI,20,Male,Torrance,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,606
8286-AFUYI,33,Male,Glendale,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,607
5376-PCKNB,35,Male,Montclair,California,United States,1,1,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,608
8410-BGQXN,26,Male,Angels Camp,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,609
5144-PQCDZ,55,Male,Fairfield,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,610
8659-HDIYE,68,Female,Los Angeles,California,United States,0,0,1,1,DSL,Two Year,Credit Card,0,Not Churned,611
0716-BQNDX,77,Male,Madera,California,United States,0,0,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,612
3796-ENZGF,52,Male,The Sea Ranch,California,United States,1,0,0,1,Cable,Two Year,Credit Card,0,Not Churned,613
8752-GHJFU,70,Male,Applegate,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,614
6427-FEFIG,63,Female,South San Francisco,California,United States,1,1,1,1,DSL,Two Year,Credit Card,0,Not Churned,615
5730-RIITO,73,Female,Willows,California,United States,0,0,0,1,DSL,Two Year,Credit Card,0,Not Churned,616
2796-UUZZO,30,Male,Redding,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,617
8039-EQPIM,22,Male,Spring Valley,California,United States,1,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,618
0707-HOVVN,79,Female,Mi Wuk Village,California,United States,0,0,1,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,619
6549-YMFAW,70,Male,Los Olivos,California,United States,1,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,620
1226-UDFZR,26,Female,Lafayette,California,United States,0,0,0,1,Cable,Month-to-Month,Credit Card,1,Dissatisfaction,621
6347-DCUIK,28,Male,Los Angeles,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Credit Card,1,Attitude,622
1356-MKYSK,44,Male,Castro Valley,California,United States,0,0,1,1,DSL,Month-to-Month,Credit Card,0,Not Churned,623
0032-PGELS,37,Female,Palomar Mountain,California,United States,1,1,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Attitude,624
3486-HOOGQ,44,Female,San Jose,California,United States,1,1,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,625
3870-MQAMG,21,Female,Camp Nelson,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,1,Competitor,626
2256-YLYLP,45,Male,Cypress,California,United States,1,1,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,627
8070-AAWZP,68,Male,Sheridan,California,United States,1,0,1,1,Cable,Two Year,Credit Card,0,Not Churned,628
9610-WCESF,44,Male,Sacramento,California,United States,0,0,0,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,629
8268-YDIXR,45,Male,Merced,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,630
6473-ULUHT,22,Male,San Diego,California,United States,1,1,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,631
9489-JMTTN,41,Female,Hickman,California,United States,1,1,1,1,DSL,Two Year,Credit Card,0,Not Churned,632
5433-KYGHE,53,Female,Avila Beach,California,United States,0,1,0,1,Fiber Optic,Month-to-Month,Mailed Check,0,Not Churned,633
0668-OGMHD,20,Female,Santa Rosa,California,United States,1,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,634
1122-YJBCS,36,Male,Los Angeles,California,United States,1,0,0,1,DSL,One Year,Credit Card,0,Not Churned,635
0701-TJSEF,45,Male,Santa Barbara,California,United States,0,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,636
1867-TJHTS,47,Female,Sacramento,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,637
8740-CRYFY,62,Male,Sacramento,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,638
0177-PXBAT,78,Male,Desert Center,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,639
8672-OAUPW,48,Male,Corona,California,United States,0,0,0,1,DSL,One Year,Credit Card,0,Not Churned,640
9978-HYCIN,72,Male,Bakersfield,California,United States,1,1,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,641
8166-ZZTFS,74,Female,Roseville,California,United States,1,0,1,1,Cable,Two Year,Bank Withdrawal,1,Attitude,642
1228-FZFRV,37,Male,Los Angeles,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Credit Card,1,Price,643
0056-EPFBG,33,Male,Redding,California,United States,1,1,1,1,Cable,Two Year,Credit Card,0,Not Churned,644
9402-CXWPL,25,Female,Birds Landing,California,United States,0,0,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,645
7607-QKKTJ,25,Male,Loma Linda,California,United States,1,1,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,646
8329-IBCTI,50,Female,Cotati,California,United States,0,0,0,0,No Internet,Month-to-Month,Mailed Check,1,Competitor,647
8272-ONJLV,57,Male,San Diego,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,648
0619-OLYUR,32,Male,Garden Grove,California,United States,1,0,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,649
7562-GSUHK,40,Female,Jamestown,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Credit Card,1,Competitor,650
7977-HXJKU,45,Male,Scotia,California,United States,0,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,651
4840-ORQXB,67,Female,Sierra Madre,California,United States,0,0,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,652
9170-CCKOU,62,Male,Fremont,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Credit Card,1,Dissatisfaction,653
3546-GHEAE,29,Male,Blythe,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,654
0530-IJVDB,36,Male,Jamul,California,United States,0,1,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,655
7110-BDTWG,59,Female,San Jose,California,United States,1,0,1,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,656
4143-OOBWZ,33,Male,Fresno,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,657
7321-VGNKU,45,Female,Paskenta,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,658
9578-FOMUK,53,Male,Santa Clara,California,United States,0,1,0,0,No Internet,Month-to-Month,Bank Withdrawal,0,Not Churned,659
9178-JHUVJ,19,Male,Newbury Park,California,United States,1,1,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,660
4628-CTTLA,23,Male,Sanger,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,661
7845-URHJN,24,Female,Hacienda Heights,California,United States,1,0,0,0,No Internet,Month-to-Month,Bank Withdrawal,1,Price,662
2890-WFBHU,26,Female,Salyer,California,United States,0,0,1,1,DSL,One Year,Credit Card,0,Not Churned,663
7569-NMZYQ,33,Female,Middletown,California,United States,1,1,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,664
2788-CJQAQ,39,Male,Winton,California,United States,0,0,0,0,No Internet,One Year,Mailed Check,0,Not Churned,665
3658-QQJYD,56,Male,Santa Monica,California,United States,0,0,0,1,Cable,One Year,Credit Card,0,Not Churned,666
