TicketID,customerID,DateOpened,Category,ResolutionTime_Days,Status
949604eb-5479-478e-936e-f304ae6c60ee,3518-PZXZQ,2025-02-11,Billing Issue,3,Open
d9a0e4f4-51bd-43b8-81a7-b3c01b1b2e2a,3518-PZXZQ,2025-08-11,Billing Issue,9,Resolved
57e86a43-f7dc-4b63-8d2f-df20103faa30,1009-IRMNA,2024-09-13,Other,3,Resolved
bfbf198d-18a6-4196-ab05-ae8f9eb534aa,1009-IRMNA,2024-11-08,Other,7,Resolved
94284987-b3fa-45f6-85ed-5330429efe63,1009-IRMNA,2024-09-28,Billing Issue,10,Resolved
64ab3669-5a05-4e23-8911-593b2aede209,5902-WBLSE,2024-10-01,Network Problem,6,Resolved
8fb6a4a7-8835-43a3-86c3-04a0c0f8e509,2189-WWOEW,2025-05-14,Billing Issue,3,Resolved
8e5fff22-2a0a-410b-bf06-964da2360cf8,2189-WWOEW,2025-04-18,Billing Issue,8,Resolved
5377332b-4ede-4121-bead-26976eaeb955,2189-WWOEW,2024-11-04,Billing Issue,7,Open
61e12f81-492a-4772-b28c-8ecc9bdbe87e,5747-PMBSQ,2024-11-17,Service Request,7,Open
ef685c9e-ba18-4ead-a2c1-915279029bd5,5747-PMBSQ,2025-01-01,Other,9,Open
0da55ce9-a2a5-480f-b17d-7ff14bfd2ced,5747-PMBSQ,2025-06-20,Service Request,1,Resolved
b0d4678c-3c26-4008-92db-d3e65acd7a5e,9667-TKTVZ,2024-10-31,Billing Issue,1,Open
4a539f4a-017f-4438-9d0a-a05c39a7f641,5968-XQIVE,2024-11-20,Other,8,Open
79725f58-9cf8-4f89-aa38-5d0034aa23d1,5968-XQIVE,2025-08-13,Network Problem,9,Resolved
f8e92803-6ea9-470a-8d28-336f82dc0965,5968-XQIVE,2025-01-05,Other,1,Resolved
6b4fabde-bd45-48a6-a6ba-957b2797e372,5174-ITUMV,2024-11-20,Other,9,Open
a23d153d-ab4e-4d74-90da-91df347ea821,2091-MJTFX,2025-08-07,Other,3,Open
849b7785-fba4-4bc9-8b46-ebd54b89a446,2091-MJTFX,2025-01-02,Billing Issue,4,Open
2e6f71f1-ede2-4424-8e9a-c40f647e887d,2091-MJTFX,2025-04-24,Other,3,Open
52fceac1-1d2b-44c7-9fb3-dce08a919b9c,6681-ZSEXG,2025-01-17,Network Problem,10,Open
ed0e4e1c-848d-4571-b3c6-a869f15735af,6681-ZSEXG,2025-04-11,Other,7,Resolved
918125a1-3441-40b6-b19b-19e0b56c75de,6681-ZSEXG,2025-01-03,Other,7,Resolved
73a83bf0-f889-42f3-8925-7ea001f58cf7,9253-QXKBE,2025-06-03,Service Request,4,Resolved
3f34c7fa-07ea-4b56-bb79-d4ce79b37b7e,1734-ZMNTZ,2025-01-02,Service Request,10,Open
d0da7354-f5a1-439c-838e-ec8bf5e9960b,1734-ZMNTZ,2024-10-10,Other,10,Open
5007abd4-7789-4df2-84d7-84cb9f99c663,1734-ZMNTZ,2025-02-06,Billing Issue,1,Open
231c399e-a9f8-45a8-b575-40b9c645b5b7,8364-TRMMK,2024-10-11,Other,5,Open
c83cdfbc-620e-416d-aa68-62726eb0673e,8364-TRMMK,2025-02-12,Other,3,Resolved
10dd4615-74af-476c-bd15-0707579156cd,8364-TRMMK,2025-05-25,Other,5,Resolved
e601dc26-7aba-423b-9b83-16f2f4f1ce16,5055-BRMNE,2025-03-23,Network Problem,1,Resolved
72b63479-420a-4f0f-9d2a-262b1d3ba882,4291-HPAXL,2025-02-27,Billing Issue,2,Resolved
637f1920-cc4c-49f7-8c16-e877fb8e51f9,4291-HPAXL,2025-08-13,Billing Issue,2,Resolved
52b228d7-ce12-46ee-9c31-f847e2685c5c,0929-PECLO,2025-06-11,Other,10,Open
90da928c-40bb-4097-aa2e-f7e00bc8bd7f,0929-PECLO,2024-12-23,Network Problem,4,Open
ba137ff1-abdc-45c2-a2d3-46dff141d5db,0929-PECLO,2025-09-07,Other,5,Open
3663f609-7056-4ffe-84b0-9be2f05fd157,3847-BAERP,2025-02-26,Other,9,Open
ed47a022-545d-4a15-9f6f-2fae159ca6c9,0780-XNZFN,2025-02-07,Service Request,9,Open
9eed68cf-7bfe-4db4-9ffc-e77ab45c4045,0780-XNZFN,2025-01-06,Network Problem,9,Open
9715c279-320b-471b-9e47-b55f3a36db44,0780-XNZFN,2024-12-04,Network Problem,9,Open
e741fc7d-ce0d-4b61-9c5a-e3fca8dcff11,5882-CMAZQ,2025-04-12,Billing Issue,5,Resolved
d10c7069-352c-40fc-b602-a5f9f4d1cd8d,8219-VYBVI,2025-01-07,Network Problem,3,Resolved
60d00846-1c9c-4cff-b777-0fca55b089d4,8219-VYBVI,2025-03-29,Network Problem,7,Resolved
3aa8e203-0936-414e-a615-78b22350d3c3,5231-FIQPA,2025-06-20,Service Request,7,Open
3838f570-6e24-495c-9da0-5cbfec34500d,4289-DTDKW,2024-12-29,Billing Issue,4,Open
0ffef8f1-e623-4f04-9aed-f1043511b272,4289-DTDKW,2025-08-16,Billing Issue,6,Open
8392fba4-bd18-495b-903f-e312807075e4,4289-DTDKW,2025-02-14,Other,2,Resolved
3078f781-79fa-423c-9647-dc4b43a89a09,5089-IFSDP,2024-10-08,Other,9,Resolved
90ac18be-6a32-47af-a756-b5b4a9c648b5,5089-IFSDP,2025-05-06,Billing Issue,9,Resolved
32ae55b0-8783-41d0-8479-c6c26ed0031a,4553-DVPZG,2025-07-19,Billing Issue,1,Open
48885df9-4744-40c2-92c9-3d61a9cb6ff4,4553-DVPZG,2025-07-30,Network Problem,4,Open
507264b8-66c8-443c-80bf-4abb4a7eff00,7560-QRBXH,2025-06-14,Other,2,Resolved
0f144073-2dd2-48d3-bd3b-f3c7fade1b31,7560-QRBXH,2025-06-24,Service Request,5,Open
ecf09a8b-3576-4036-be57-ed95ece17484,5986-WWXDV,2025-09-05,Other,4,Resolved
9058ecf9-f53c-4b19-a1a2-d43ba78dd239,5986-WWXDV,2025-02-04,Network Problem,4,Open
56d75280-6d8f-43ce-be34-e30951553008,6331-EWIEB,2025-05-05,Other,5,Open
7e88b3f3-6eea-45dc-96b6-aab4b0f6b928,5175-AOBHI,2025-08-06,Other,8,Resolved
a5489344-9d90-4709-a104-08bda4404040,5175-AOBHI,2024-09-22,Billing Issue,10,Resolved
6828a9a1-37b8-4715-a7d8-bca99862e677,5175-AOBHI,2024-11-21,Service Request,6,Open
933a67a1-e34d-4a44-a91c-7f601491446f,3318-NMQXL,2025-09-05,Other,8,Open
df6374c8-22d2-472c-94de-8953e2d8a006,9019-QVLZD,2025-02-03,Billing Issue,10,Resolved
510e957c-5231-427d-8d40-69da94f7b5a8,9019-QVLZD,2025-03-23,Billing Issue,7,Open
ef41aed9-09a9-4c12-94ea-90e8f9d61670,7182-OVLBJ,2025-05-29,Network Problem,4,Open
2ad28e7b-0aa3-489b-b172-6b51013429cb,9867-NNXLC,2024-12-11,Network Problem,1,Open
20c40818-0fd0-44c6-a3a9-9d514d2f592c,2519-ERQOJ,2024-12-19,Network Problem,5,Open
93993841-235a-49b5-b48a-df150b5e3bc0,2519-ERQOJ,2025-06-22,Other,9,Open
8f142ce8-3cf3-42c1-8804-13d52240bb1d,2519-ERQOJ,2024-11-25,Other,6,Resolved
7f02b68d-9cd0-4085-82b2-b0d3151d5310,8910-LEDAG,2025-08-16,Service Request,10,Resolved
de856e64-2d5c-4624-9b16-7a62a3334725,8910-LEDAG,2025-08-30,Network Problem,1,Open
2a7d3b11-f279-4bb5-bb63-f5c276b8e883,8910-LEDAG,2025-07-08,Network Problem,3,Resolved
2f8230f1-8651-4642-9a46-ba0992344a8a,1324-NLTJE,2025-05-14,Other,2,Resolved
60a0d949-7b3f-479a-8e18-8e2821a643ab,1324-NLTJE,2025-07-23,Service Request,5,Open
33494532-8159-44be-8ba3-f74ccb829d81,9987-LUTYD,2025-04-23,Other,4,Open
ed7ba82a-c7ae-407b-ac9d-338080568a70,8348-JLBUG,2025-06-28,Service Request,3,Resolved
1e32b948-52be-44ab-97a9-7f2df4ea8fcd,8348-JLBUG,2025-05-13,Billing Issue,9,Resolved
d142b412-169e-4b29-9824-db0c7ce40103,4580-TMHJU,2025-05-10,Other,10,Resolved
f017089e-c62d-4f1d-9c2e-cfc1ad10b39c,4580-TMHJU,2025-03-17,Other,4,Resolved
51ee2115-8a85-473d-bde4-8156e5f03b13,4580-TMHJU,2024-11-22,Billing Issue,5,Open
280c29b4-0c44-49c7-ae44-d0ebd671f446,7328-ZJAJO,2025-05-22,Billing Issue,6,Open
29959100-4a92-4fb1-808c-de8badb05500,7328-ZJAJO,2025-02-06,Billing Issue,9,Resolved
e868e2ed-eb4d-4167-af9a-65f6b75627ec,7328-ZJAJO,2025-04-27,Service Request,7,Open
ae2008ef-7c7f-4adc-9201-0136545a832f,9848-JQJTX,2025-02-26,Network Problem,6,Open
615df0e0-5759-42c3-a020-cb0ef7393d35,9848-JQJTX,2025-05-20,Network Problem,8,Resolved
45386930-fded-4a5a-85f8-d63a211af440,1642-HMARX,2025-05-25,Billing Issue,6,Resolved
95e262ae-979e-4978-be68-b07f04fe1131,1642-HMARX,2024-09-20,Billing Issue,1,Open
49e37bc8-9e78-4023-94dd-3428a9ca5476,3902-MIVLE,2025-05-25,Network Problem,3,Resolved
296b0db9-beb9-4825-851d-e89c76fd2c55,3902-MIVLE,2025-04-05,Network Problem,5,Resolved
f25e5daa-e9ad-4cb6-9b66-cc4ae411103b,3902-MIVLE,2025-06-12,Service Request,10,Resolved
5e6eec32-45af-49df-84f6-5802ff7184e7,7030-FZTFM,2025-01-08,Network Problem,2,Resolved
b1e63dfb-716d-4a90-b364-8a59cbd9b215,7030-FZTFM,2025-03-21,Service Request,6,Resolved
d6ae2038-f3ac-4e89-8dd2-a16b12b143bc,7030-FZTFM,2025-04-01,Service Request,10,Open
b3fe054e-dbbb-41eb-af25-171b93e2b160,6322-HRPFA,2024-09-10,Billing Issue,6,Open
83174be8-2c4a-4b40-8f17-a1bafc07c943,6322-HRPFA,2025-08-06,Other,2,Resolved
4fd2c686-1e22-4332-8325-6cd92f473c47,6322-HRPFA,2025-02-19,Service Request,5,Resolved
236c63d9-fa15-4109-82e1-7e6a7db8a915,9796-BPKIW,2025-07-12,Network Problem,2,Open
9a20144a-41fa-414b-9d80-2a2a72f119d4,9796-BPKIW,2024-10-08,Service Request,3,Resolved
ece3e85e-f2cb-474b-8f8b-ef568254fe11,5032-USPKF,2024-12-21,Service Request,1,Open
f4402113-ee4d-4661-98d2-f1c2701033b8,5032-USPKF,2024-12-30,Billing Issue,9,Open
65ea686f-47cb-44f4-8052-cc4d7a4815a5,7665-NKLAV,2025-01-09,Service Request,2,Open
5ccc22ac-f552-44d8-8a2d-e25ca010fa4b,7665-NKLAV,2025-03-01,Service Request,9,Resolved
4fd99246-2ef5-4ea6-80dc-987679b6ebf5,7665-NKLAV,2025-07-06,Billing Issue,4,Open
79aad253-6591-44f6-8db5-012e92d05e35,1460-UZPRJ,2025-08-26,Billing Issue,6,Open
ba15f2a0-6f18-40a5-b7f0-eac84bbecb9c,8039-ACLPL,2025-05-04,Network Problem,6,Resolved
57d14632-87da-46c0-b0e8-d2e0b1477422,8039-ACLPL,2024-10-16,Service Request,2,Resolved
c01d8ffe-4f39-48cd-98fb-168bc5f1dbce,8039-ACLPL,2024-12-29,Other,2,Resolved
5a4dc607-2c40-4b5a-9d5b-c6ccfee91e51,5393-RXQSZ,2025-02-03,Billing Issue,7,Open
e964e569-c94f-480a-8597-f25cca6ba8c8,5393-RXQSZ,2024-10-01,Billing Issue,5,Open
eceeeb4d-b26a-4ea5-9ef7-4e898480119d,8043-PNYSD,2025-02-22,Billing Issue,10,Open
6d0488e3-9532-4c12-bb36-659fbef032c1,8043-PNYSD,2024-12-07,Other,8,Resolved
515c3363-712f-4a4b-9457-409112df7166,4191-XOVOM,2024-12-26,Other,1,Open
1502b950-d87a-4cdb-8fa5-631f48d1f451,4191-XOVOM,2025-01-10,Other,8,Open
4c98b755-bec3-4fde-8aa6-63f4628d25c2,4191-XOVOM,2024-09-20,Billing Issue,1,Open
6bba85a6-1274-4422-bc2c-1bc4b36f52cb,3654-ARMGP,2025-05-29,Network Problem,4,Open
f513f2fa-fc01-4db7-91a7-747b998c4ed8,3654-ARMGP,2025-02-15,Service Request,10,Resolved
50de91ee-df25-44b9-b8fe-ed35de8bbe50,3654-ARMGP,2025-03-08,Network Problem,1,Open
1ff97901-f51e-47e9-ac01-2a06bd3b7936,5729-KLZAR,2025-07-04,Network Problem,5,Resolved
fcea2a69-0550-4b7f-a8fd-6f291902afdb,1897-OKVMW,2025-02-21,Other,2,Resolved
eb642756-9cf4-4a7e-8bec-b41d4dece3dc,2587-YNLES,2025-01-18,Service Request,8,Resolved
908622cf-0edf-4f8b-a87e-5030a570e842,2587-YNLES,2024-10-28,Network Problem,8,Resolved
016bec08-0740-45eb-9611-3e17ac13faa9,2587-YNLES,2024-11-04,Service Request,2,Resolved
1bcb0d27-e84b-4b63-9221-18ef7c657a7c,0378-CJKPV,2025-04-20,Billing Issue,7,Resolved
976d4420-6c50-4133-b514-bf3ed48a359b,0378-CJKPV,2025-02-08,Network Problem,4,Resolved
807e040d-d15f-4010-9d5c-5158f978bc39,8450-JOVAH,2025-03-09,Network Problem,6,Open
a4be101e-590e-4a46-902e-9918dc083589,8450-JOVAH,2024-11-23,Network Problem,5,Resolved
4876a6cd-c162-4504-81ad-bf66e0e8902e,1853-UDXBW,2025-03-27,Service Request,8,Open
40a772b6-8883-493b-ae8f-8bd726198d59,1853-UDXBW,2025-04-20,Network Problem,1,Resolved
0a496069-2a86-41a8-967b-a730d65572a0,3716-LRGXK,2024-09-14,Service Request,6,Open
dd8b8639-a17e-4ed0-b0a0-e582cc5bf6eb,3716-LRGXK,2025-06-11,Network Problem,10,Resolved
badc9c6c-dd53-4b1c-885d-516abd587c41,4654-GGUII,2025-03-08,Service Request,4,Open
b08c25a6-09d4-45bc-b474-906249cfa5dc,9364-YKUVW,2024-09-10,Billing Issue,5,Resolved
319b8439-a50c-4d8d-899a-6e3c87a124e8,1930-QPBVZ,2025-06-08,Network Problem,7,Open
cda5017d-06df-4d60-9536-a6d5f72b4361,1930-QPBVZ,2025-01-23,Service Request,1,Open
b795a78b-53b3-40be-b6c1-cf4bdf68b835,1930-QPBVZ,2024-11-24,Other,4,Resolved
32722f79-2989-4478-ab66-f70f93d75057,2604-IJPDU,2025-06-27,Network Problem,8,Open
199a731c-cb35-4fb1-be96-1a1f428e609e,2604-IJPDU,2025-04-09,Service Request,5,Open
213b0ee1-1bac-4b82-914c-f26e26405bdf,2604-IJPDU,2025-09-04,Network Problem,1,Resolved
ac177add-002f-4968-8571-95614c302325,7649-SIJJF,2025-01-06,Other,3,Resolved
d8b5080e-f743-4ab2-ad8b-68db145f52a5,7649-SIJJF,2024-12-20,Network Problem,3,Resolved
65407d58-4e60-45f5-950c-2c444021a63c,7649-SIJJF,2024-09-15,Billing Issue,4,Resolved
aba2c616-64b1-45a6-a0c7-0a30608940dd,6891-JPYFF,2025-04-01,Billing Issue,7,Open
d340f940-dcb2-4281-9f5c-60c8ebf3a12f,6891-JPYFF,2024-10-12,Service Request,1,Resolved
bd1e6a5a-651b-4eb0-9f96-37d2d35fb63e,6891-JPYFF,2025-08-20,Other,6,Open
14f832d6-6574-4c1e-920e-f6e598838ade,5630-AHZIL,2025-03-27,Billing Issue,6,Open
13e349ee-035d-4bd4-b574-11d254a90c57,5630-AHZIL,2025-09-05,Service Request,6,Open
0caf368d-d342-453f-b633-8b24b87abfd2,6874-SGLHU,2025-02-08,Service Request,4,Open
a83255eb-5038-4eed-bc1c-136a67402098,6874-SGLHU,2025-06-23,Other,3,Open
7ae22b4b-f9b7-4c3f-b872-eeae3358e34f,1334-PDUKM,2025-04-08,Other,7,Open
aafbecd4-fa8d-42ca-aedb-d9be428f7535,1334-PDUKM,2025-02-17,Service Request,2,Resolved
52eaa5b9-43f6-499b-a87d-14f0929dd933,1334-PDUKM,2025-02-15,Billing Issue,10,Resolved
915a66a5-a694-41d1-bacc-69d2631202cf,9000-PLFUZ,2025-06-08,Billing Issue,9,Open
7252ad8b-af56-4c74-b17a-97e6f6014ac8,2960-NKRSO,2025-05-31,Service Request,3,Open
140737c7-5770-426d-9f16-e3d3d1d50943,2144-BFDSO,2024-11-02,Service Request,10,Resolved
62f006e8-f838-4594-99d6-9b54c570516f,2144-BFDSO,2025-09-04,Service Request,4,Resolved
ff8cf105-3160-4aea-a843-64a61b38a126,2144-BFDSO,2025-05-05,Network Problem,4,Open
502c86e6-ce4f-40a4-81be-2e0dacf79e02,4547-FZJWE,2025-08-15,Billing Issue,9,Resolved
2ab4f9a8-9bfc-4a22-a54c-1e1e8b142469,3027-ZTDHO,2025-03-31,Network Problem,5,Resolved
9b3cf569-48f6-4dc1-9270-adfa8cee5259,3027-ZTDHO,2025-01-04,Billing Issue,8,Resolved
a7609130-65c9-4d72-84a6-2e2ed41d22dd,3027-ZTDHO,2025-02-08,Service Request,5,Resolved
e37f399c-8fb4-458f-8580-5eba9716534b,2798-NYLMZ,2024-10-01,Network Problem,5,Resolved
af3dc4a8-d983-4941-b78b-b79ac005dd38,2798-NYLMZ,2025-07-06,Service Request,10,Resolved
c464c2b0-fa0c-48f9-bbc9-940657b1482f,2798-NYLMZ,2025-07-13,Network Problem,1,Resolved
8e784340-697d-4be5-a660-79a248066f25,3704-IEAXF,2025-08-31,Other,6,Resolved
78abb206-4722-440d-a67f-e0374b34baaf,9837-BMCLM,2025-08-15,Service Request,3,Resolved
ef62ab7e-4a6c-4d3a-96e7-df60f3d73a9b,1929-ZCBHE,2025-07-27,Network Problem,9,Open
9a5a3e33-bdf3-4d46-bbfe-e37308bfdfb3,2202-OUTMO,2024-09-09,Billing Issue,7,Open
89ba4490-2966-4314-9442-eca790fd1d19,2466-FCCPT,2025-01-27,Network Problem,1,Open
31bb88c8-be4c-478c-b726-57f4a0f47529,2466-FCCPT,2025-07-29,Other,4,Open
81871d07-16bb-4ac5-9f4b-11c26744ee68,4672-FOTSD,2024-12-30,Service Request,4,Open
bd6cb223-37e9-4df1-ba27-98178b02e087,4672-FOTSD,2025-09-05,Network Problem,3,Open
69fc2900-ed9d-4ba9-bd9a-63c065011b4a,4672-FOTSD,2025-01-07,Other,6,Open
ca46f466-5304-4079-a945-35bd13697682,0587-DMGBH,2025-08-11,Network Problem,3,Open
8bf56df9-a940-4c53-ad42-ef9b535559b5,0587-DMGBH,2025-07-02,Network Problem,1,Open
1dc30d11-e27c-450e-8b62-7894cd71c43c,9282-IZGQK,2025-03-26,Billing Issue,6,Open
0417fa66-1874-49f5-89d0-fc48420b47b2,9282-IZGQK,2025-07-30,Service Request,4,Open
59f8559c-9640-4d80-a17a-a756335b27ee,6416-YJTTB,2025-02-23,Billing Issue,5,Open
1b543b0d-2852-498e-ba73-981492d4685b,6416-YJTTB,2025-06-07,Other,7,Open
6cf9489d-3b59-4367-9fec-5be220c34fac,6416-YJTTB,2025-06-11,Billing Issue,4,Resolved
ecbfe046-5b25-4bc4-8865-0f121a755446,1150-FTQGN,2024-12-24,Billing Issue,5,Open
7400ddbe-cbca-4100-b66c-7934896434ac,5651-YLPRD,2025-02-11,Network Problem,4,Open
b85f3e2e-b3c8-4c07-a5bf-285e21a7279c,5651-YLPRD,2025-09-01,Service Request,7,Open
3e0e7f46-7017-4560-9415-ca8d9fd39177,5651-YLPRD,2025-05-16,Other,5,Open
5b8fa6f6-334a-47ba-82b5-a929466a968b,4869-EPIUS,2025-02-17,Network Problem,3,Resolved
9a8061de-a7c4-404c-bf90-43a9ca6f950e,9822-OAOVB,2024-10-05,Billing Issue,6,Resolved
148e6f75-50cb-4f27-96e6-8c90b35067ed,9822-OAOVB,2024-09-13,Service Request,3,Open
6595e434-9789-41aa-92b9-736fa2be065c,2211-RMNHO,2025-04-08,Billing Issue,4,Open
9f4abae3-612d-431b-97ed-c6fa2139f054,2075-RMJIK,2024-10-03,Network Problem,5,Resolved
8b289dfe-b813-469c-845f-aebb62141e69,2075-RMJIK,2025-05-27,Network Problem,4,Open
c6bda76c-9d06-4144-b56a-4ffeee96a32f,2075-RMJIK,2025-07-03,Billing Issue,5,Resolved
3b51b2f3-c64e-46e7-89e9-bb1d6b45bfdb,7421-ZLUPA,2024-12-10,Network Problem,2,Open
40483824-73cf-43a4-87d6-25932b2d3392,3066-RRJIO,2025-06-25,Service Request,3,Resolved
d0fbddfb-a03a-4822-9604-b51eae99cbe3,3066-RRJIO,2025-08-18,Billing Issue,10,Resolved
65334a7d-282e-4933-8b8b-9a7efb2601f6,3066-RRJIO,2024-12-26,Other,10,Open
94333907-4081-4759-be07-65ec56959fd1,3815-SLMEF,2025-02-09,Billing Issue,1,Resolved
a53868a9-d1b7-4f29-878d-1bd297e679f4,3815-SLMEF,2025-08-27,Billing Issue,2,Resolved
6540df76-4787-4c4e-a858-dc5bcf64de70,3417-TSCIC,2025-02-24,Other,6,Resolved
4b4e6066-9439-457e-8402-028bcf4a963c,3417-TSCIC,2024-09-27,Service Request,9,Open
12edc225-5977-4bc8-a5fa-e6fc9e6969f6,8450-LUGUK,2025-06-02,Service Request,2,Resolved
c2d106dc-9cbf-4b38-b1f1-68c95698e89f,2458-EOMRE,2025-04-04,Billing Issue,5,Resolved
c787d17c-7f88-494a-aa05-ca3d1940f204,2458-EOMRE,2024-12-29,Service Request,1,Resolved
9720261a-ab8f-4695-a50d-3d23547dee49,1125-SNVCK,2025-01-25,Service Request,8,Open
d2834a87-d8b4-4f7b-98c9-2a4bc83d38fd,1125-SNVCK,2025-07-31,Service Request,7,Open
f80018d4-bc8f-440d-aba3-e279e84bf6b0,1125-SNVCK,2024-09-18,Service Request,1,Open
bbfa65ac-862a-44e5-9448-5962cbee5852,8874-EJNSR,2024-10-15,Service Request,7,Open
ea6513fb-772e-4173-89e3-dbbafa011a9c,9618-LFJRU,2024-10-20,Other,9,Open
941088cf-b44b-456c-9942-90021dedd46f,9618-LFJRU,2024-11-01,Billing Issue,5,Open
d78f557a-abf4-4dc7-833d-2dedea5e582f,9618-LFJRU,2025-08-15,Network Problem,10,Open
5b40ecac-704d-4639-bb0f-8bb9377d6092,0369-ZGOVK,2024-11-26,Service Request,5,Open
1aa3a4e9-7c7d-4403-aa02-a11c0937e04f,0369-ZGOVK,2025-05-21,Network Problem,5,Resolved
eba53e3e-a1d1-4876-9de2-6e815b02497f,0369-ZGOVK,2025-04-26,Other,7,Resolved
86379e19-f5d6-4f3b-92bf-cf40b823468e,6172-FECYY,2025-02-16,Network Problem,10,Resolved
47915536-cf47-4a28-a9d2-03c085922bbd,6172-FECYY,2025-04-14,Network Problem,5,Open
4c0bcee6-c50a-4ad3-98b4-bd1a84342eab,6172-FECYY,2025-06-21,Other,2,Open
44b37eb2-a4bd-4ed5-9ab9-d2d838a03540,8999-EXMNO,2024-10-21,Billing Issue,6,Resolved
7289761c-f668-4b91-9b4d-7649c9f17736,8999-EXMNO,2025-02-23,Network Problem,7,Open
c80720bf-9141-48b2-8ed7-52264dc42fda,6023-GSSXW,2025-03-31,Billing Issue,10,Resolved
8b3ef870-b218-4c5f-bf0a-c631e7249c65,8917-SZTTJ,2025-04-19,Other,8,Open
d9f87d5a-57e8-4fa9-ae1a-58a23c1b600e,8917-SZTTJ,2024-11-19,Other,1,Resolved
d6fffec4-6611-43e2-9f85-038fd2b8a116,3545-CNWRG,2025-02-17,Billing Issue,3,Resolved
5bb85a5f-c47a-423e-b6a9-0977b60d3e47,3545-CNWRG,2024-12-14,Other,2,Resolved
d66586a3-c404-43ab-8206-8f3ef8f456ba,3545-CNWRG,2025-07-17,Billing Issue,6,Resolved
cc18223d-9e21-4e9f-9db9-a64f7c244106,2080-GKCWQ,2025-06-26,Billing Issue,9,Resolved
a9952a25-c25f-45c6-8644-11acfe41dc4a,4767-HZZHQ,2025-04-27,Other,1,Resolved
da62cb9d-49b8-4081-9f79-d888ddd2892b,9646-NMHXE,2025-03-17,Service Request,3,Open
bd5c1a7f-9e01-4818-b3f1-0971391cc906,9646-NMHXE,2025-08-15,Other,3,Resolved
670f7325-2f6a-4444-a0b2-944c0c1c3b58,9646-NMHXE,2024-12-14,Billing Issue,1,Resolved
47c95180-c1e8-4fcd-82ca-3f2dd70bc7d2,9103-TCIHJ,2025-03-29,Network Problem,1,Resolved
df33ba55-983d-49e8-a900-2ed74f0ea063,9103-TCIHJ,2025-03-01,Network Problem,5,Resolved
9f5abd05-ba81-464e-8deb-5b6f0b3f04e0,9103-TCIHJ,2024-12-30,Billing Issue,6,Resolved
89b60a8e-f154-4bf8-9989-84a9b3e902a3,6635-CPNUN,2025-02-17,Billing Issue,9,Open
61b19ed2-0f9d-4459-9089-2e57b56170fe,7041-TXQJH,2025-01-16,Service Request,8,Resolved
3378b391-b8fc-4ac0-b850-dca916e3bf02,7041-TXQJH,2025-05-27,Service Request,2,Open
eec1f962-d29e-4c64-a966-46d3d3970a81,0727-IWKVK,2024-09-24,Other,6,Resolved
74aee1a8-04f5-4fff-a3bc-2b64087b20ad,6137-NICCO,2025-07-04,Billing Issue,10,Resolved
d3f4363b-1fbc-4591-8644-170c71d8d1cb,6712-OAWRH,2025-03-25,Network Problem,3,Resolved
8d920400-06df-46c6-a51f-1a7c077629bb,6712-OAWRH,2025-01-04,Billing Issue,1,Resolved
e8b9bf17-6d0e-4121-8b27-9d7591619868,4797-AXPXK,2025-03-29,Service Request,3,Open
6bf187cb-2db9-420d-98bd-762e70a6ec61,1236-WFCDV,2025-03-02,Network Problem,8,Resolved
ca4b1ef7-9627-4ba0-918a-ded0faeed4f9,1236-WFCDV,2025-05-08,Network Problem,8,Resolved
bd2ab5c3-eb92-42fe-a896-a58469e98d17,8885-QSQBX,2025-03-16,Billing Issue,10,Open
78a97d5b-7d7c-431c-9643-384a8920b487,7511-YMXVQ,2024-11-18,Other,3,Resolved
a229cd2c-bfca-4d05-b4ff-8c2105cdaa5d,7511-YMXVQ,2025-05-21,Service Request,5,Open
fddc7086-4a65-4c2a-8ad0-f874169209fa,7511-YMXVQ,2025-05-06,Billing Issue,4,Open
034895cc-d537-4fcb-925a-7e9e7197cf74,8062-YBDOE,2025-04-18,Other,9,Resolved
6e92f80d-8299-4bc0-99ee-b78446c6bdd3,8062-YBDOE,2024-09-19,Billing Issue,8,Open
b01353cf-fb79-4323-b1ad-0dd71cece40e,0257-KXZGU,2025-08-02,Network Problem,6,Open
8c4274c9-0e36-434b-849a-d90836834eae,0257-KXZGU,2025-04-26,Network Problem,5,Open
ff44e43d-06e1-469b-ba2b-dce94714288f,3340-QBBFM,2025-08-21,Billing Issue,3,Resolved
791e40f8-a819-4699-ba9d-d4e14766d5b1,9714-EDSUC,2025-01-18,Billing Issue,5,Resolved
ba953c21-44a0-43e0-bbb0-cb6bf9cc21da,4541-RMRLG,2025-07-21,Network Problem,6,Resolved
95d66dbb-4776-4f43-94db-fe5f89a99e2b,0376-OIWME,2025-05-27,Network Problem,5,Open
d1dea2b2-61b9-4480-85ba-1b3df044bcbe,0376-OIWME,2025-08-23,Network Problem,8,Open
74909ce6-5493-4166-8214-78fab3077016,6904-JLBGY,2025-03-21,Other,9,Resolved
da14a02b-998a-4c9d-9a61-a749198ad146,6904-JLBGY,2025-06-30,Billing Issue,6,Open
3f327496-e3f0-4ab3-95ea-e1d02564935a,6904-JLBGY,2025-03-10,Service Request,8,Resolved
ce917893-592c-4020-836c-ac5102a6bf18,0602-DDUML,2025-08-29,Service Request,2,Open
c1e948f9-7192-4ab5-8d22-5bff03fb631b,3778-FOAQW,2025-06-02,Service Request,6,Open
117078f1-f3c7-4a6a-9800-c46d1267cbdd,9339-FIIJL,2025-02-21,Network Problem,2,Resolved
